500000,-12.817,0.0
1000000,-8.691,0.0
1500000,-11.848,0.0
2000000,-11.879001,0.0
2500000,-10.864,0.0
3000000,-10.564,0.0
3500000,-8.084001,0.0
4000000,-8.581999,0.0
4500000,-8.401001,0.0
5000000,-8.372,0.0
5500000,-5.569,0.0
6000000,-8.011,0.0
6500000,-8.067,0.0
7000000,-7.9590006,0.0
7500000,-6.873,0.0
8000000,-6.2980003,0.0
8500000,-6.416,0.0
9000000,-7.754,0.0
9500000,-5.2490005,0.0
10000000,-5.252,0.0
10500000,-5.949,0.0
11000000,-6.876,0.0
11500000,-5.322,0.0
12000000,-6.309,0.0
12500000,-6.36,0.0
13000000,-5.285,0.0
13500000,-6.128,0.0
14000000,-5.5140004,0.0
14500000,-5.275,0.0
15000000,-5.634,0.0
15500000,-6.68,0.0
16000000,-5.955,0.0
16500000,-6.921,0.0
17000000,-4.53,0.0
17500000,-3.4370003,0.0
18000000,-4.14,0.0
18500000,-5.16,0.0
19000000,-6.928,0.0
19500000,-5.2709994,0.0
20000000,-4.8440003,0.0
20500000,-4.278,0.0
21000000,-4.177,0.0
21500000,-5.262,0.0
22000000,-3.985,0.0
22500000,-5.783,0.0
23000000,-3.185,0.0
23500000,-6.073,0.0
24000000,-4.175,0.0
24500000,-3.449,0.0
25000000,-4.927,0.0
25500000,-3.6439998,0.0
26000000,-4.4529996,0.0
26500000,-3.734,0.0
27000000,-5.78,0.0
27500000,-5.902,0.0
28000000,-5.1709995,0.0
28500000,-4.3959994,0.0
29000000,-4.183,0.0
29500000,-4.616,0.0
30000000,-4.67,0.0
30500000,-4.326,0.0
31000000,-5.655,0.0
31500000,-4.694,0.0
32000000,-4.8740005,0.0
32500000,-5.0680003,0.0
33000000,-4.625,0.0
33500000,-3.273,0.0
34000000,-3.801,0.0
34500000,-3.4109998,0.0
35000000,-3.3960001,0.0
35500000,-3.613,0.0
36000000,-3.6890001,0.0
36500000,-2.7510002,0.0
37000000,-3.198,0.0
37500000,-2.602,0.0
38000000,-3.1779997,0.0
38500000,-1.955,0.0
39000000,-3.7120001,0.0
39500000,-2.305,0.0
40000000,-3.561,0.0
40500000,-3.6539998,0.0
41000000,-3.311,0.0
41500000,-4.14,0.0
42000000,-3.225,0.0
42500000,-4.6540003,0.0
43000000,-3.766,0.0
43500000,-4.3880005,0.0
44000000,-4.572,0.0
44500000,-4.973,0.0
45000000,-4.1920004,0.0
45500000,-2.93,0.0
46000000,-3.095,0.0
46500000,-2.782,0.0
47000000,-3.321,0.0
47500000,-2.568,0.0
48000000,-2.64,0.0
48500000,-2.6,0.0
49000000,-2.598,0.0
49500000,-2.421,0.0
50000000,-2.596,0.0
